studentid	mdate	mark	type	subjectid
237	2010.11.08	2	topic test	11
257	2010.11.08	4	topic test	11
314	2010.11.08	1	topic test	11
315	2010.11.08	1	topic test	11
311	2010.11.08	4	topic test	11
215	2010.11.08	2	topic test	11
259	2010.11.08	3	topic test	11
213	2010.11.08	4	topic test	11
260	2010.11.08	5	topic test	11
301	2010.11.08	4	topic test	11
306	2010.11.08	1	topic test	11
261	2010.11.08	5	topic test	11
241	2010.11.08	4	topic test	11
220	2010.11.08	5	topic test	11
242	2010.11.08	1	topic test	11
214	2010.11.08	5	topic test	11
313	2010.11.08	5	oral assessment	6
396	2010.11.08	5	topic test	11
422	2010.11.08	4	topic test	11
352	2010.11.08	5	topic test	11
384	2010.11.08	4	topic test	11
415	2010.11.08	2	topic test	11
357	2010.11.08	4	topic test	11
370	2010.11.08	2	topic test	11
345	2010.11.08	5	topic test	11
423	2010.11.08	3	topic test	11
329	2010.11.08	5	topic test	11
388	2010.11.08	1	topic test	11
354	2010.11.08	4	topic test	11
353	2010.11.08	3	topic test	11
409	2010.11.08	5	topic test	11
347	2010.11.08	3	topic test	11
339	2010.11.08	2	topic test	11
424	2010.11.08	3	topic test	11
360	2010.11.08	5	topic test	11
365	2010.11.08	4	topic test	11
398	2010.11.08	5	topic test	11
366	2010.11.08	4	topic test	11
363	2010.11.08	4	topic test	11
344	2010.11.08	3	topic test	11
397	2010.11.08	5	topic test	11
367	2010.11.08	4	topic test	11
324	2010.11.08	5	topic test	11
390	2010.11.08	3	topic test	11
364	2010.11.08	5	topic test	11
362	2010.11.08	5	topic test	11
368	2010.11.08	5	topic test	11
356	2010.11.08	4	topic test	11
400	2010.11.08	5	topic test	11
264	2010.11.08	5	oral assessment	6
93	2010.11.08	1	oral assessment	15
3	2010.11.08	3	oral assessment	15
99	2010.11.08	4	oral assessment	15
336	2010.11.08	5	oral assessment	14
342	2010.11.08	4	oral assessment	14
419	2010.11.08	4	oral assessment	14
399	2010.11.08	5	oral assessment	14
403	2010.11.08	4	oral assessment	14
377	2010.11.08	5	oral assessment	14
278	2010.11.08	5	oral assessment	14
277	2010.11.08	5	oral assessment	14
402	2010.11.08	5	quiz	2
374	2010.11.08	5	quiz	2
338	2010.11.08	5	quiz	2
376	2010.11.08	5	quiz	2
337	2010.11.08	5	quiz	2
371	2010.11.08	4	quiz	2
335	2010.11.08	5	quiz	2
322	2010.11.08	4	quiz	2
320	2010.11.08	5	quiz	2
385	2010.11.08	5	quiz	2
325	2010.11.08	4	oral assessment	2
418	2010.11.08	3	oral assessment	2
21	2010.11.08	1	topic test	5
190	2010.11.08	5	oral assessment	3
100	2010.11.08	5	topic test	3
7	2010.11.08	2	topic test	3
70	2010.11.08	3	topic test	3
13	2010.11.08	4	topic test	3
48	2010.11.08	5	topic test	3
5	2010.11.08	4	topic test	3
71	2010.11.08	3	topic test	3
78	2010.11.08	5	topic test	3
22	2010.11.08	3	topic test	3
58	2010.11.08	4	topic test	3
99	2010.11.08	2	topic test	3
75	2010.11.08	3	topic test	3
45	2010.11.08	4	topic test	3
75	2010.11.08	4	topic test	3
100	2010.11.08	5	topic test	19
7	2010.11.08	3	topic test	19
70	2010.11.08	4	topic test	19
13	2010.11.08	3	topic test	19
48	2010.11.08	5	topic test	19
5	2010.11.08	3	topic test	19
71	2010.11.08	5	topic test	19
78	2010.11.08	5	topic test	19
22	2010.11.08	4	topic test	19
58	2010.11.08	5	topic test	19
99	2010.11.08	3	topic test	19
75	2010.11.08	3	topic test	19
45	2010.11.08	3	topic test	19
100	2010.11.08	5	quiz	19
7	2010.11.08	2	quiz	19
70	2010.11.08	4	quiz	19
13	2010.11.08	4	quiz	19
48	2010.11.08	5	quiz	19
5	2010.11.08	4	quiz	19
71	2010.11.08	5	quiz	19
78	2010.11.08	5	quiz	19
22	2010.11.08	4	quiz	19
58	2010.11.08	4	quiz	19
99	2010.11.08	4	quiz	19
75	2010.11.08	4	quiz	19
45	2010.11.08	5	quiz	19
43	2010.11.09	5	oral assessment	10
49	2010.11.09	5	oral assessment	10
50	2010.11.09	5	oral assessment	10
54	2010.11.09	5	oral assessment	10
135	2010.11.09	2	oral assessment	10
148	2010.11.09	1	oral assessment	10
128	2010.11.09	5	topic test	11
128	2010.11.09	4	topic test	11
155	2010.11.09	4	topic test	11
150	2010.11.09	5	topic test	11
116	2010.11.09	5	topic test	19
277	2010.11.09	5	quiz	2
222	2010.11.09	5	quiz	2
303	2010.11.09	4	quiz	2
227	2010.11.09	5	quiz	2
285	2010.11.09	5	quiz	2
275	2010.11.09	5	quiz	2
256	2010.11.09	4	quiz	2
299	2010.11.09	5	quiz	2
267	2010.11.09	5	quiz	2
307	2010.11.09	5	quiz	2
280	2010.11.09	5	quiz	2
270	2010.11.09	5	quiz	2
264	2010.11.09	5	quiz	2
275	2010.11.09	5	quiz	2
316	2010.11.09	3	topic test	2
308	2010.11.09	3	topic test	2
313	2010.11.09	4	topic test	2
224	2010.11.09	3	topic test	2
229	2010.11.09	4	topic test	2
226	2010.11.09	5	topic test	2
227	2010.11.09	4	topic test	2
217	2010.11.09	5	topic test	2
312	2010.11.09	4	topic test	2
278	2010.11.09	5	home test	2
290	2010.11.09	5	home test	2
313	2010.11.09	5	home test	2
227	2010.11.09	5	home test	2
217	2010.11.09	5	home test	2
272	2010.11.09	5	home test	2
267	2010.11.09	5	home test	2
277	2010.11.09	5	lesson work	2
275	2010.11.09	5	lesson work	2
242	2010.11.09	1	quiz	17
319	2010.11.09	5	oral assessment	17
289	2010.11.09	4	oral assessment	17
235	2010.11.09	5	oral assessment	17
291	2010.11.09	5	oral assessment	17
223	2010.11.09	1	oral assessment	17
265	2010.11.09	5	oral assessment	17
228	2010.11.09	5	oral assessment	17
236	2010.11.09	5	oral assessment	17
246	2010.11.09	5	oral assessment	17
244	2010.11.09	5	oral assessment	17
240	2010.11.09	3	oral assessment	17
241	2010.11.09	5	oral assessment	17
242	2010.11.09	1	oral assessment	17
294	2010.11.09	5	oral assessment	17
223	2010.11.09	5	quiz	17
291	2010.11.09	4	quiz	17
236	2010.11.09	3	quiz	17
334	2010.11.09	4	oral assessment	12
346	2010.11.09	5	oral assessment	12
421	2010.11.09	5	oral assessment	12
218	2010.11.09	5	oral assessment	7
251	2010.11.09	5	oral assessment	7
225	2010.11.09	5	oral assessment	7
254	2010.11.09	5	oral assessment	7
293	2010.11.09	5	oral assessment	7
305	2010.11.09	5	oral assessment	7
274	2010.11.09	4	oral assessment	7
274	2010.11.09	5	oral assessment	7
236	2010.11.09	5	oral assessment	7
257	2010.11.09	5	oral assessment	7
314	2010.11.09	3	oral assessment	7
214	2010.11.09	4	oral assessment	7
214	2010.11.09	5	oral assessment	7
216	2010.11.09	4	oral assessment	7
216	2010.11.09	5	oral assessment	7
295	2010.11.09	4	oral assessment	7
295	2010.11.09	5	oral assessment	7
252	2010.11.09	5	oral assessment	7
273	2010.11.09	5	oral assessment	7
153	2010.11.09	5	lesson work	12
123	2010.11.09	5	lesson work	12
156	2010.11.09	5	oral assessment	6
105	2010.11.09	5	quiz	12
115	2010.11.09	3	quiz	12
198	2010.11.09	4	quiz	12
187	2010.11.09	5	quiz	12
118	2010.11.09	5	quiz	12
204	2010.11.09	5	quiz	12
203	2010.11.09	5	quiz	12
194	2010.11.09	5	quiz	12
145	2010.11.09	5	quiz	12
183	2010.11.09	5	quiz	12
207	2010.11.09	4	quiz	12
211	2010.11.09	5	quiz	12
122	2010.11.09	5	quiz	12
187	2010.11.09	5	lesson work	17
163	2010.11.09	5	lesson work	17
163	2010.11.09	5	lesson work	17
154	2010.11.09	4	quiz	14
96	2010.11.09	4	topic test	14
307	2010.11.09	5	quiz	13
222	2010.11.09	5	quiz	13
313	2010.11.09	5	quiz	13
298	2010.11.09	5	quiz	13
229	2010.11.09	5	quiz	13
245	2010.11.09	5	quiz	13
238	2010.11.09	5	quiz	13
220	2010.11.09	5	quiz	13
245	2010.11.09	5	lesson work	13
384	2010.11.09	5	lesson work	5
384	2010.11.09	5	lesson work	5
357	2010.11.09	5	lesson work	5
345	2010.11.09	5	lesson work	5
409	2010.11.09	5	lesson work	5
353	2010.11.09	5	lesson work	5
17	2010.11.09	5	lesson work	13
105	2010.11.09	4	topic test	13
105	2010.11.09	5	topic test	13
105	2010.11.09	5	topic test	13
205	2010.11.09	3	topic test	13
205	2010.11.09	4	topic test	13
108	2010.11.09	4	topic test	13
128	2010.11.09	4	topic test	13
128	2010.11.09	5	topic test	13
183	2010.11.09	4	topic test	13
183	2010.11.09	5	topic test	13
155	2010.11.09	4	topic test	13
155	2010.11.09	5	topic test	13
129	2010.11.09	5	topic test	13
103	2010.11.09	5	topic test	13
160	2010.11.09	3	topic test	13
150	2010.11.09	5	topic test	13
193	2010.11.09	4	topic test	13
193	2010.11.09	5	topic test	13
172	2010.11.09	5	topic test	13
262	2010.11.09	4	quiz	13
263	2010.11.09	5	quiz	13
297	2010.11.09	4	quiz	13
251	2010.11.09	4	quiz	13
253	2010.11.09	5	quiz	13
308	2010.11.09	3	quiz	13
308	2010.11.09	4	quiz	13
274	2010.11.09	5	quiz	13
257	2010.11.09	5	quiz	13
266	2010.11.09	5	quiz	13
272	2010.11.09	5	quiz	13
267	2010.11.09	5	quiz	13
268	2010.11.09	5	quiz	13
402	2010.11.09	5	quiz	13
329	2010.11.09	5	quiz	13
338	2010.11.09	3	quiz	13
388	2010.11.09	1	quiz	13
398	2010.11.09	4	quiz	13
335	2010.11.09	3	quiz	13
397	2010.11.09	4	quiz	13
362	2010.11.09	5	quiz	13
141	2010.11.09	5	topic test	5
187	2010.11.09	5	topic test	5
127	2010.11.09	5	topic test	5
194	2010.11.09	5	topic test	5
186	2010.11.09	4	topic test	5
98	2010.11.09	5	topic test	5
211	2010.11.09	5	topic test	5
122	2010.11.09	5	topic test	5
171	2010.11.09	5	topic test	5
18	2010.11.09	5	topic test	5
188	2010.11.09	5	topic test	5
182	2010.11.09	5	topic test	5
165	2010.11.09	5	topic test	5
112	2010.11.09	5	topic test	5
170	2010.11.09	5	topic test	5
150	2010.11.09	5	topic test	5
125	2010.11.09	5	topic test	5
193	2010.11.09	5	topic test	5
189	2010.11.09	5	topic test	5
109	2010.11.09	5	topic test	5
198	2010.11.09	4	quiz	5
204	2010.11.09	2	quiz	5
130	2010.11.09	2	quiz	5
133	2010.11.09	4	quiz	5
129	2010.11.09	4	quiz	5
161	2010.11.09	4	quiz	5
103	2010.11.09	4	quiz	5
110	2010.11.09	3	quiz	5
100	2010.11.09	4	quiz	5
84	2010.11.09	5	quiz	5
11	2010.11.09	4	quiz	5
70	2010.11.09	5	quiz	5
90	2010.11.09	5	quiz	5
32	2010.11.09	5	quiz	5
47	2010.11.09	4	quiz	5
5	2010.11.09	3	quiz	5
79	2010.11.09	5	quiz	5
86	2010.11.09	2	quiz	5
1	2010.11.09	4	quiz	5
78	2010.11.09	5	quiz	5
3	2010.11.09	3	quiz	5
27	2010.11.09	4	quiz	5
99	2010.11.09	3	quiz	5
36	2010.11.09	4	quiz	5
86	2010.11.09	4	quiz	5
3	2010.11.09	4	quiz	5
30	2010.11.09	5	quiz	5
91	2010.11.09	5	quiz	5
36	2010.11.09	5	quiz	5
100	2010.11.09	5	quiz	5
84	2010.11.09	5	quiz	5
11	2010.11.09	5	quiz	5
70	2010.11.09	4	quiz	5
90	2010.11.09	5	quiz	5
32	2010.11.09	5	quiz	5
47	2010.11.09	3	quiz	5
5	2010.11.09	5	quiz	5
79	2010.11.09	4	quiz	5
86	2010.11.09	2	quiz	5
78	2010.11.09	4	quiz	5
3	2010.11.09	5	quiz	5
30	2010.11.09	5	quiz	5
27	2010.11.09	4	quiz	5
99	2010.11.09	3	quiz	5
91	2010.11.09	3	quiz	5
36	2010.11.09	4	quiz	5
338	2010.11.10	5	quiz	5
325	2010.11.10	5	quiz	5
395	2010.11.10	3	quiz	5
337	2010.11.10	1	quiz	5
410	2010.11.10	5	quiz	5
371	2010.11.10	3	quiz	5
351	2010.11.10	3	quiz	5
412	2010.11.10	1	quiz	5
380	2010.11.10	2	quiz	5
413	2010.11.10	1	quiz	5
372	2010.11.10	5	quiz	5
385	2010.11.10	5	lesson work	5
333	2010.11.10	4	quiz	4
333	2010.11.10	4	quiz	4
333	2010.11.10	3	quiz	4
333	2010.11.10	4	oral assessment	4
333	2010.11.10	3	quiz	4
396	2010.11.10	3	quiz	4
396	2010.11.10	5	quiz	4
396	2010.11.10	4	quiz	4
396	2010.11.10	3	quiz	4
422	2010.11.10	2	quiz	4
422	2010.11.10	5	quiz	4
422	2010.11.10	2	quiz	4
422	2010.11.10	4	quiz	4
422	2010.11.10	4	oral assessment	4
352	2010.11.10	3	quiz	4
352	2010.11.10	4	quiz	4
352	2010.11.10	5	quiz	4
352	2010.11.10	4	quiz	4
352	2010.11.10	3	quiz	4
384	2010.11.10	5	quiz	4
384	2010.11.10	3	quiz	4
384	2010.11.10	4	quiz	4
384	2010.11.10	5	quiz	4
384	2010.11.10	5	quiz	4
415	2010.11.10	3	quiz	4
415	2010.11.10	3	quiz	4
415	2010.11.10	2	quiz	4
415	2010.11.10	4	quiz	4
415	2010.11.10	2	quiz	4
415	2010.11.10	5	quiz	4
357	2010.11.10	2	quiz	4
357	2010.11.10	3	quiz	4
357	2010.11.10	1	quiz	4
357	2010.11.10	5	quiz	4
357	2010.11.10	5	quiz	4
357	2010.11.10	3	quiz	4
370	2010.11.10	2	quiz	4
370	2010.11.10	2	quiz	4
370	2010.11.10	4	quiz	4
370	2010.11.10	3	quiz	4
370	2010.11.10	3	quiz	4
370	2010.11.10	1	quiz	4
345	2010.11.10	4	quiz	4
345	2010.11.10	4	quiz	4
345	2010.11.10	5	quiz	4
345	2010.11.10	4	quiz	4
345	2010.11.10	4	quiz	4
345	2010.11.10	3	quiz	4
423	2010.11.10	3	quiz	4
423	2010.11.10	1	quiz	4
423	2010.11.10	2	quiz	4
423	2010.11.10	3	quiz	4
423	2010.11.10	3	quiz	4
423	2010.11.10	3	quiz	4
329	2010.11.10	5	quiz	4
329	2010.11.10	5	quiz	4
329	2010.11.10	4	quiz	4
329	2010.11.10	5	quiz	4
388	2010.11.10	1	quiz	4
388	2010.11.10	1	quiz	4
388	2010.11.10	2	quiz	4
388	2010.11.10	1	quiz	4
388	2010.11.10	2	quiz	4
388	2010.11.10	3	quiz	4
354	2010.11.10	3	quiz	4
354	2010.11.10	5	quiz	4
354	2010.11.10	4	quiz	4
354	2010.11.10	5	quiz	4
354	2010.11.10	4	quiz	4
353	2010.11.10	2	quiz	4
353	2010.11.10	4	quiz	4
353	2010.11.10	3	quiz	4
353	2010.11.10	4	quiz	4
353	2010.11.10	5	quiz	4
409	2010.11.10	4	quiz	4
409	2010.11.10	4	quiz	4
409	2010.11.10	2	quiz	4
409	2010.11.10	2	quiz	4
409	2010.11.10	5	quiz	4
347	2010.11.10	2	quiz	4
347	2010.11.10	4	quiz	4
347	2010.11.10	4	quiz	4
347	2010.11.10	4	quiz	4
347	2010.11.10	3	quiz	4
328	2010.11.10	1	quiz	4
328	2010.11.10	4	quiz	4
328	2010.11.10	5	quiz	4
328	2010.11.10	3	quiz	4
328	2010.11.10	4	quiz	4
339	2010.11.10	2	quiz	4
339	2010.11.10	5	quiz	4
339	2010.11.10	5	quiz	4
339	2010.11.10	4	quiz	4
339	2010.11.10	5	quiz	4
6	2010.11.10	5	topic test	20
84	2010.11.10	5	topic test	20
85	2010.11.10	5	topic test	20
76	2010.11.10	5	topic test	20
61	2010.11.10	5	topic test	20
67	2010.11.10	5	topic test	20
65	2010.11.10	5	topic test	20
194	2010.11.10	5	quiz	10
186	2010.11.10	5	quiz	10
207	2010.11.10	5	quiz	10
98	2010.11.10	5	quiz	10
122	2010.11.10	5	quiz	10
188	2010.11.10	5	quiz	10
129	2010.11.10	4	quiz	10
182	2010.11.10	5	quiz	10
165	2010.11.10	5	quiz	10
170	2010.11.10	5	quiz	10
189	2010.11.10	5	quiz	10
95	2010.11.10	5	topic test	20
73	2010.11.10	5	topic test	20
68	2010.11.10	5	topic test	20
33	2010.11.10	5	topic test	20
424	2010.11.10	3	quiz	4
424	2010.11.10	5	quiz	4
424	2010.11.10	3	quiz	4
424	2010.11.10	5	quiz	4
424	2010.11.10	4	quiz	4
360	2010.11.10	3	quiz	4
360	2010.11.10	5	quiz	4
360	2010.11.10	5	quiz	4
360	2010.11.10	5	quiz	4
360	2010.11.10	4	quiz	4
365	2010.11.10	4	quiz	4
365	2010.11.10	5	quiz	4
365	2010.11.10	1	quiz	4
365	2010.11.10	5	quiz	4
334	2010.11.10	4	quiz	4
334	2010.11.10	5	quiz	4
334	2010.11.10	4	quiz	4
334	2010.11.10	5	quiz	4
398	2010.11.10	4	quiz	4
398	2010.11.10	4	quiz	4
398	2010.11.10	2	quiz	4
398	2010.11.10	3	quiz	4
398	2010.11.10	4	quiz	4
366	2010.11.10	4	quiz	4
366	2010.11.10	2	quiz	4
366	2010.11.10	5	quiz	4
366	2010.11.10	2	quiz	4
366	2010.11.10	1	quiz	4
363	2010.11.10	4	quiz	4
363	2010.11.10	5	quiz	4
363	2010.11.10	4	quiz	4
363	2010.11.10	4	quiz	4
363	2010.11.10	4	quiz	4
344	2010.11.10	5	quiz	4
344	2010.11.10	5	quiz	4
344	2010.11.10	5	quiz	4
344	2010.11.10	2	quiz	4
344	2010.11.10	4	quiz	4
344	2010.11.10	4	quiz	4
397	2010.11.10	4	quiz	4
397	2010.11.10	4	quiz	4
397	2010.11.10	5	quiz	4
397	2010.11.10	5	quiz	4
397	2010.11.10	3	quiz	4
367	2010.11.10	4	quiz	4
367	2010.11.10	3	quiz	4
367	2010.11.10	4	quiz	4
367	2010.11.10	3	quiz	4
324	2010.11.10	5	quiz	4
324	2010.11.10	5	quiz	4
324	2010.11.10	5	quiz	4
324	2010.11.10	5	quiz	4
324	2010.11.10	5	quiz	4
390	2010.11.10	2	quiz	4
390	2010.11.10	3	quiz	4
390	2010.11.10	4	quiz	4
390	2010.11.10	4	quiz	4
390	2010.11.10	5	oral assessment	4
364	2010.11.10	3	quiz	4
364	2010.11.10	4	quiz	4
364	2010.11.10	4	quiz	4
364	2010.11.10	4	quiz	4
364	2010.11.10	5	quiz	4
362	2010.11.10	3	quiz	4
362	2010.11.10	5	quiz	4
362	2010.11.10	4	quiz	4
362	2010.11.10	5	quiz	4
362	2010.11.10	4	quiz	4
362	2010.11.10	5	oral assessment	4
368	2010.11.10	4	quiz	4
368	2010.11.10	5	quiz	4
368	2010.11.10	5	quiz	4
368	2010.11.10	5	quiz	4
368	2010.11.10	5	quiz	4
356	2010.11.10	2	quiz	4
356	2010.11.10	5	quiz	4
356	2010.11.10	4	quiz	4
356	2010.11.10	4	quiz	4
400	2010.11.10	1	quiz	4
400	2010.11.10	3	quiz	4
400	2010.11.10	5	quiz	4
400	2010.11.10	4	quiz	4
400	2010.11.10	5	quiz	4
333	2010.11.10	2	quiz	14
422	2010.11.10	3	quiz	14
358	2010.11.10	4	quiz	14
423	2010.11.10	5	quiz	14
391	2010.11.10	4	quiz	14
346	2010.11.10	4	quiz	14
334	2010.11.10	3	quiz	14
421	2010.11.10	3	quiz	14
390	2010.11.10	5	quiz	14
368	2010.11.10	5	quiz	14
8	2010.11.10	5	oral assessment	10
19	2010.11.10	5	oral assessment	10
7	2010.11.10	4	topic test	4
221	2010.11.10	5	quiz	4
291	2010.11.10	1	quiz	4
223	2010.11.10	1	quiz	4
225	2010.11.10	3	quiz	4
298	2010.11.10	4	quiz	4
255	2010.11.10	1	quiz	4
228	2010.11.10	5	quiz	4
293	2010.11.10	4	quiz	4
248	2010.11.10	4	quiz	4
279	2010.11.10	1	quiz	4
257	2010.11.10	3	quiz	4
314	2010.11.10	1	quiz	4
315	2010.11.10	1	quiz	4
215	2010.11.10	1	quiz	4
260	2010.11.10	1	quiz	4
301	2010.11.10	1	quiz	4
261	2010.11.10	5	quiz	4
214	2010.11.10	2	quiz	4
120	2010.11.10	5	quiz	4
426	2010.11.10	5	quiz	4
202	2010.11.10	5	oral assessment	4
70	2010.11.10	5	oral assessment	4
42	2010.11.10	5	oral assessment	4
34	2010.11.10	5	oral assessment	4
22	2010.11.10	3	oral assessment	4
175	2010.11.10	5	oral assessment	9
192	2010.11.10	4	oral assessment	9
148	2010.11.10	4	oral assessment	9
7	2010.11.10	1	oral assessment	9
42	2010.11.10	5	oral assessment	9
48	2010.11.10	4	oral assessment	9
48	2010.11.10	5	oral assessment	9
5	2010.11.10	5	oral assessment	9
78	2010.11.10	4	oral assessment	9
34	2010.11.10	5	oral assessment	9
27	2010.11.10	5	oral assessment	9
338	2010.11.10	5	lesson work	12
325	2010.11.10	5	lesson work	12
395	2010.11.10	4	lesson work	12
337	2010.11.10	4	lesson work	12
401	2010.11.10	5	lesson work	12
378	2010.11.10	5	lesson work	12
351	2010.11.10	4	lesson work	12
395	2010.11.10	5	oral assessment	12
351	2010.11.10	5	oral assessment	12
19	2010.11.10	5	lesson work	5
176	2010.11.10	4	quiz	15
194	2010.11.10	4	quiz	15
426	2010.11.10	5	quiz	15
119	2010.11.10	4	quiz	15
120	2010.11.10	3	quiz	15
137	2010.11.10	5	quiz	15
175	2010.11.10	5	quiz	15
192	2010.11.10	4	quiz	15
207	2010.11.10	2	quiz	15
196	2010.11.10	3	quiz	15
152	2010.11.10	4	quiz	15
136	2010.11.10	5	quiz	15
165	2010.11.10	5	quiz	15
174	2010.11.10	3	quiz	15
110	2010.11.10	3	quiz	15
131	2010.11.10	3	quiz	15
132	2010.11.10	3	quiz	15
316	2010.11.10	4	topic test	4
289	2010.11.10	3	topic test	4
307	2010.11.10	5	topic test	4
278	2010.11.10	5	topic test	4
277	2010.11.10	5	topic test	4
290	2010.11.10	5	topic test	4
281	2010.11.10	5	topic test	4
222	2010.11.10	5	topic test	4
280	2010.11.10	5	topic test	4
308	2010.11.10	5	topic test	4
270	2010.11.10	5	topic test	4
264	2010.11.10	5	topic test	4
219	2010.11.10	3	topic test	4
313	2010.11.10	3	topic test	4
224	2010.11.10	3	topic test	4
303	2010.11.10	5	topic test	4
309	2010.11.10	5	topic test	4
292	2010.11.10	5	topic test	4
229	2010.11.10	4	topic test	4
226	2010.11.10	5	topic test	4
227	2010.11.10	5	topic test	4
217	2010.11.10	4	topic test	4
312	2010.11.10	3	topic test	4
285	2010.11.10	5	topic test	4
275	2010.11.10	5	topic test	4
318	2010.11.10	5	topic test	4
256	2010.11.10	5	topic test	4
271	2010.11.10	5	topic test	4
272	2010.11.10	5	topic test	4
299	2010.11.10	5	topic test	4
267	2010.11.10	5	topic test	4
268	2010.11.10	4	topic test	4
282	2010.11.10	5	topic test	4
240	2010.11.10	4	topic test	4
278	2010.11.10	5	lesson work	4
264	2010.11.10	5	lesson work	4
204	2010.11.10	2	oral assessment	14
145	2010.11.10	5	oral assessment	14
98	2010.11.10	4	oral assessment	14
211	2010.11.10	5	oral assessment	14
188	2010.11.10	4	oral assessment	14
197	2010.11.10	3	oral assessment	14
182	2010.11.10	4	oral assessment	14
112	2010.11.10	4	oral assessment	14
170	2010.11.10	4	oral assessment	14
125	2010.11.10	4	oral assessment	14
140	2010.11.10	5	lesson work	13
103	2010.11.10	5	lesson work	13
150	2010.11.10	5	lesson work	13
128	2010.11.10	5	lesson work	13
388	2010.11.10	2	oral assessment	3
106	2010.11.10	1	oral assessment	3
11	2010.11.10	5	topic test	3
42	2010.11.10	4	topic test	3
90	2010.11.10	3	topic test	3
32	2010.11.10	3	topic test	3
47	2010.11.10	5	topic test	3
97	2010.11.10	3	topic test	3
86	2010.11.10	2	topic test	3
72	2010.11.10	4	topic test	3
1	2010.11.10	3	topic test	3
57	2010.11.10	4	topic test	3
55	2010.11.10	3	topic test	3
42	2010.11.10	5	topic test	3
1	2010.11.10	4	topic test	3
11	2010.11.10	3	topic test	19
42	2010.11.10	5	topic test	19
90	2010.11.10	5	topic test	19
32	2010.11.10	4	topic test	19
47	2010.11.10	5	topic test	19
97	2010.11.10	4	topic test	19
86	2010.11.10	3	topic test	19
72	2010.11.10	5	topic test	19
1	2010.11.10	3	topic test	19
57	2010.11.10	5	topic test	19
55	2010.11.10	4	topic test	19
11	2010.11.10	4	quiz	19
42	2010.11.10	5	quiz	19
90	2010.11.10	5	quiz	19
32	2010.11.10	4	quiz	19
47	2010.11.10	5	quiz	19
97	2010.11.10	4	quiz	19
86	2010.11.10	1	quiz	19
72	2010.11.10	4	quiz	19
1	2010.11.10	3	quiz	19
57	2010.11.10	5	quiz	19
55	2010.11.10	5	quiz	19
417	2010.11.11	2	oral assessment	3
292	2010.11.11	5	oral assessment	19
224	2010.11.11	4	oral assessment	19
38	2010.11.11	5	lesson work	18
402	2010.11.11	4	quiz	6
350	2010.11.11	3	quiz	6
381	2010.11.11	5	quiz	6
374	2010.11.11	3	quiz	6
380	2010.11.11	4	quiz	6
391	2010.11.11	4	quiz	6
338	2010.11.11	4	quiz	6
413	2010.11.11	3	quiz	6
325	2010.11.11	5	quiz	6
376	2010.11.11	5	quiz	6
395	2010.11.11	4	quiz	6
383	2010.11.11	4	quiz	6
418	2010.11.11	4	quiz	6
337	2010.11.11	4	quiz	6
361	2010.11.11	3	quiz	6
386	2010.11.11	4	quiz	6
394	2010.11.11	5	quiz	6
410	2010.11.11	3	quiz	6
371	2010.11.11	5	quiz	6
335	2010.11.11	4	quiz	6
322	2010.11.11	4	quiz	6
401	2010.11.11	4	quiz	6
340	2010.11.11	4	quiz	6
320	2010.11.11	4	quiz	6
378	2010.11.11	5	quiz	6
351	2010.11.11	4	quiz	6
420	2010.11.11	3	quiz	6
412	2010.11.11	4	quiz	6
389	2010.11.11	3	quiz	6
385	2010.11.11	5	quiz	6
372	2010.11.11	3	quiz	6
414	2010.11.11	4	quiz	6
323	2010.11.11	5	quiz	6
406	2010.11.11	4	quiz	6
7	2010.11.11	4	oral assessment	5
39	2010.11.11	4	oral assessment	5
44	2010.11.11	3	oral assessment	5
42	2010.11.11	3	oral assessment	5
13	2010.11.11	1	oral assessment	5
48	2010.11.11	4	oral assessment	5
97	2010.11.11	2	oral assessment	5
71	2010.11.11	2	oral assessment	5
34	2010.11.11	4	oral assessment	5
29	2010.11.11	3	oral assessment	5
20	2010.11.11	5	oral assessment	5
22	2010.11.11	5	oral assessment	5
57	2010.11.11	4	oral assessment	5
55	2010.11.11	5	oral assessment	5
45	2010.11.11	4	oral assessment	5
352	2010.11.11	5	lesson work	5
423	2010.11.11	5	lesson work	5
329	2010.11.11	5	lesson work	5
354	2010.11.11	5	lesson work	5
298	2010.11.11	5	lesson work	13
249	2010.11.11	3	quiz	5
218	2010.11.11	3	quiz	5
297	2010.11.11	5	quiz	5
221	2010.11.11	3	quiz	5
251	2010.11.11	3	quiz	5
291	2010.11.11	5	quiz	5
223	2010.11.11	1	quiz	5
225	2010.11.11	5	quiz	5
298	2010.11.11	5	quiz	5
254	2010.11.11	4	quiz	5
255	2010.11.11	4	quiz	5
228	2010.11.11	5	quiz	5
293	2010.11.11	5	quiz	5
305	2010.11.11	4	quiz	5
248	2010.11.11	4	quiz	5
279	2010.11.11	5	quiz	5
274	2010.11.11	3	quiz	5
236	2010.11.11	3	quiz	5
255	2010.11.11	5	lesson work	5
310	2010.11.11	4	quiz	5
276	2010.11.11	5	quiz	5
247	2010.11.11	5	quiz	5
238	2010.11.11	5	quiz	5
239	2010.11.11	3	quiz	5
296	2010.11.11	5	quiz	5
284	2010.11.11	5	quiz	5
232	2010.11.11	5	quiz	5
266	2010.11.11	5	quiz	5
246	2010.11.11	5	quiz	5
317	2010.11.11	1	quiz	5
300	2010.11.11	4	quiz	5
287	2010.11.11	2	quiz	5
244	2010.11.11	5	quiz	5
181	2010.11.11	4	quiz	5
